"","Time.results.were.received","MD5.hash.of.participant.s.IP.address","Controller.name","Item.number","Element.number","Type","Group.Ibex","PennElementType","PennElementName","Parameter","Value","EventTime","ID","Study","SentNumber","Quantifier","Matrix","WhichCategory","Subject","Predicate","SentType","Verb","Embedded","Token","MatchingCategory","MismatchingCategory","Group","Comments","study","order","goal"
"1",1589738746,"549b2a107e6adb73529796b37e7eadd2","PennController",0,0,"intro","NULL","PennController","0","_Trial_","Start",1589738596701,"A11Q8U6QTT8KGF","NULL","","","","","","","","",NA,"","","","","","bn","2","MS"
"2",1589738746,"549b2a107e6adb73529796b37e7eadd2","PennController",0,0,"intro","NULL","TextInput","ID","Final","A11Q8U6QTT8KGF",1589738602968,"A11Q8U6QTT8KGF","NULL","","","","","","","","",NA,"","","","","","bn","2","MS"
"3",1589738746,"549b2a107e6adb73529796b37e7eadd2","PennController",0,0,"intro","NULL","TextInput","ID","First","",1589738599973,"A11Q8U6QTT8KGF","Control","","","","","","","","",NA,"","","","","","bn","2","MS"
"4",1589738746,"549b2a107e6adb73529796b37e7eadd2","PennController",0,0,"intro","NULL","PennController","0","_Trial_","End",1589738602969,"A11Q8U6QTT8KGF","NULL","","","","","","","","",NA,"","","","","","bn","2","MS"
"5",1589738746,"549b2a107e6adb73529796b37e7eadd2","PennController",1,0,"instructions","NULL","PennController","1","_Trial_","Start",1589738602973,"NULL","","","","","","","","","",NA,"","","","","","bn","2","MS"
"6",1589738746,"549b2a107e6adb73529796b37e7eadd2","PennController",1,0,"instructions","NULL","PennController","1","_Trial_","End",1589738608099,"NULL","","","","","","","","","",NA,"","","","","","bn","2","MS"
"7",1589738746,"549b2a107e6adb73529796b37e7eadd2","DashedSentence",2,0,"Train","NULL","Houses can be made of wood","","","",NA,"","","","","","","","","","",NA,"","","","","","bn","2","MS"
"8",1589738746,"549b2a107e6adb73529796b37e7eadd2","PennController",2,1,"Train","NULL","PennController","4","_Trial_","Start",1589738610114,"A11Q8U6QTT8KGF","train_T","Houses can be made of wood","Since this statement is <strong>correct</strong>%2C you should press <strong>F</strong> on the keyboard to agree.","NULL","","","","","",NA,"","","","","","bn","2","MS"
"9",1589738746,"549b2a107e6adb73529796b37e7eadd2","PennController",2,1,"Train","NULL","Text","Since this statement is <strong>correct</strong>%2C you should press <strong>F</strong> on the keyboard to agree.","Print",NA,1589738610118,"A11Q8U6QTT8KGF","train_T","Houses can be made of wood","Since this statement is <strong>correct</strong>%2C you should press <strong>F</strong> on the keyboard to agree.","NULL","","","","","",NA,"","","","","","bn","2","MS"
"10",1589738746,"549b2a107e6adb73529796b37e7eadd2","PennController",2,1,"Train","NULL","Selector","unnamed-Selector","Selection","Agree",1589738610445,"A11Q8U6QTT8KGF","train_T","Houses can be made of wood","Since this statement is <strong>correct</strong>%2C you should press <strong>F</strong> on the keyboard to agree.","NULL","","","","","",NA,"","","","","","bn","2","MS"
"11",1589738746,"549b2a107e6adb73529796b37e7eadd2","PennController",2,1,"Train","NULL","PennController","4","_Trial_","End",1589738610447,"A11Q8U6QTT8KGF","train_T","Houses can be made of wood","Since this statement is <strong>correct</strong>%2C you should press <strong>F</strong> on the keyboard to agree.","NULL","","","","","",NA,"","","","","","bn","2","MS"
"12",1589738746,"549b2a107e6adb73529796b37e7eadd2","DashedSentence",3,0,"Train","NULL","Airplanes fly under water","","","",NA,"","","","","","","","","","",NA,"","","","","","bn","2","MS"
"13",1589738746,"549b2a107e6adb73529796b37e7eadd2","PennController",3,1,"Train","NULL","PennController","5","_Trial_","Start",1589738611756,"A11Q8U6QTT8KGF","train_F","Airplanes fly under water","Since this statement is <strong>incorrect</strong>%2C you should press <strong>J</strong> on the keyboard to disagree.","NULL","","","","","",NA,"","","","","","bn","2","MS"
"14",1589738746,"549b2a107e6adb73529796b37e7eadd2","PennController",3,1,"Train","NULL","Text","Since this statement is <strong>incorrect</strong>%2C you should press <strong>J</strong> on the keyboard to disagree.","Print",NA,1589738611758,"A11Q8U6QTT8KGF","train_F","Airplanes fly under water","Since this statement is <strong>incorrect</strong>%2C you should press <strong>J</strong> on the keyboard to disagree.","NULL","","","","","",NA,"","","","","","bn","2","MS"
"15",1589738746,"549b2a107e6adb73529796b37e7eadd2","PennController",3,1,"Train","NULL","Selector","unnamed-Selector","Selection","Disagree",1589738612478,"A11Q8U6QTT8KGF","train_F","Airplanes fly under water","Since this statement is <strong>incorrect</strong>%2C you should press <strong>J</strong> on the keyboard to disagree.","NULL","","","","","",NA,"","","","","","bn","2","MS"
"16",1589738746,"549b2a107e6adb73529796b37e7eadd2","PennController",3,1,"Train","NULL","PennController","5","_Trial_","End",1589738612481,"A11Q8U6QTT8KGF","train_F","Airplanes fly under water","Since this statement is <strong>incorrect</strong>%2C you should press <strong>J</strong> on the keyboard to disagree.","NULL","","","","","",NA,"","","","","","bn","2","MS"
"17",1589738746,"549b2a107e6adb73529796b37e7eadd2","DashedSentence",4,0,"Train","NULL","Dinosaurs are extinct","","","",NA,"","","","","","","","","","",NA,"","","","","","bn","2","MS"
"18",1589738746,"549b2a107e6adb73529796b37e7eadd2","PennController",4,1,"Train","NULL","PennController","6","_Trial_","Start",1589738613440,"A11Q8U6QTT8KGF","train_T","Dinosaurs are extinct","Since this statement is <strong>correct</strong>%2C you should press <strong>F</strong> on the keyboard to agree.","NULL","","","","","",NA,"","","","","","bn","2","MS"
