"","Time.results.were.received","MD5.hash.of.participant.s.IP.address","Controller.name","Item.number","Element.number","Type","Group.Ibex","PennElementType","PennElementName","Parameter","Value","EventTime","ID","Study","SentNumber","WhichCategory","Matrix","Subject","Predicate","SentType","Negation","CompTruth","SubStat","Token","MatchingCategory","MismatchingCategory","Group","Comments","study","order","goal"
"1",1587059519,"f3264d1b6895e4a5efc13afe428a28ef","PennController",0,0,"intro","NULL","PennController","0","_Trial_","Start",1587059411022," 19663","NULL","","","","","","",NA,NA,"","","","","","","cb","1","none"
"2",1587059519,"f3264d1b6895e4a5efc13afe428a28ef","PennController",0,0,"intro","NULL","TextInput","ID","Final"," 19663",1587059419028," 19663","NULL","","","","","","",NA,NA,"","","","","","","cb","1","none"
"3",1587059519,"f3264d1b6895e4a5efc13afe428a28ef","PennController",0,0,"intro","NULL","TextInput","ID","First","",1587059417368," 19663","Control","","","","","","",NA,NA,"","","","","","","cb","1","none"
"4",1587059519,"f3264d1b6895e4a5efc13afe428a28ef","PennController",0,0,"intro","NULL","PennController","0","_Trial_","End",1587059419028," 19663","NULL","","","","","","",NA,NA,"","","","","","","cb","1","none"
"5",1587059519,"f3264d1b6895e4a5efc13afe428a28ef","PennController",1,0,"instructions","NULL","PennController","1","_Trial_","Start",1587059419033,"NULL","","","","","","","",NA,NA,"","","","","","","cb","1","none"
"6",1587059519,"f3264d1b6895e4a5efc13afe428a28ef","PennController",1,0,"instructions","NULL","PennController","1","_Trial_","End",1587059421856,"NULL","","","","","","","",NA,NA,"","","","","","","cb","1","none"
"7",1587059519,"f3264d1b6895e4a5efc13afe428a28ef","DashedSentence",2,0,"Train","NULL","Houses can be made of wood.","","","",NA,"","","","","","","","",NA,NA,"","","","","","","cb","1","none"
"8",1587059519,"f3264d1b6895e4a5efc13afe428a28ef","PennController",2,1,"Train","NULL","PennController","4","_Trial_","Start",1587059423880," 19663","train_T","Houses can be made of wood.","Since this statement is <strong>correct</strong>%2C you should press <strong>F</strong> on the keyboard to agree.","NULL","","","",NA,NA,"","","","","","","cb","1","none"
"9",1587059519,"f3264d1b6895e4a5efc13afe428a28ef","PennController",2,1,"Train","NULL","Text","Since this statement is <strong>correct</strong>%2C you should press <strong>F</strong> on the keyboard to agree.","Print",NA,1587059423884," 19663","train_T","Houses can be made of wood.","Since this statement is <strong>correct</strong>%2C you should press <strong>F</strong> on the keyboard to agree.","NULL","","","",NA,NA,"","","","","","","cb","1","none"
"10",1587059519,"f3264d1b6895e4a5efc13afe428a28ef","PennController",2,1,"Train","NULL","Selector","unnamed-Selector","Selection","Agree",1587059424436," 19663","train_T","Houses can be made of wood.","Since this statement is <strong>correct</strong>%2C you should press <strong>F</strong> on the keyboard to agree.","NULL","","","",NA,NA,"","","","","","","cb","1","none"
"11",1587059519,"f3264d1b6895e4a5efc13afe428a28ef","PennController",2,1,"Train","NULL","PennController","4","_Trial_","End",1587059424440," 19663","train_T","Houses can be made of wood.","Since this statement is <strong>correct</strong>%2C you should press <strong>F</strong> on the keyboard to agree.","NULL","","","",NA,NA,"","","","","","","cb","1","none"
"12",1587059519,"f3264d1b6895e4a5efc13afe428a28ef","DashedSentence",3,0,"Train","NULL","Airplanes fly under water.","","","",NA,"","","","","","","","",NA,NA,"","","","","","","cb","1","none"
"13",1587059519,"f3264d1b6895e4a5efc13afe428a28ef","PennController",3,1,"Train","NULL","PennController","5","_Trial_","Start",1587059425755," 19663","train_F","Airplanes fly under water.","Since this statement is <strong>incorrect</strong>%2C you should press <strong>J</strong> on the keyboard to disagree.","NULL","","","",NA,NA,"","","","","","","cb","1","none"
"14",1587059519,"f3264d1b6895e4a5efc13afe428a28ef","PennController",3,1,"Train","NULL","Text","Since this statement is <strong>incorrect</strong>%2C you should press <strong>J</strong> on the keyboard to disagree.","Print",NA,1587059425759," 19663","train_F","Airplanes fly under water.","Since this statement is <strong>incorrect</strong>%2C you should press <strong>J</strong> on the keyboard to disagree.","NULL","","","",NA,NA,"","","","","","","cb","1","none"
"15",1587059519,"f3264d1b6895e4a5efc13afe428a28ef","PennController",3,1,"Train","NULL","Selector","unnamed-Selector","Selection","Disagree",1587059426099," 19663","train_F","Airplanes fly under water.","Since this statement is <strong>incorrect</strong>%2C you should press <strong>J</strong> on the keyboard to disagree.","NULL","","","",NA,NA,"","","","","","","cb","1","none"
"16",1587059519,"f3264d1b6895e4a5efc13afe428a28ef","PennController",3,1,"Train","NULL","PennController","5","_Trial_","End",1587059426102," 19663","train_F","Airplanes fly under water.","Since this statement is <strong>incorrect</strong>%2C you should press <strong>J</strong> on the keyboard to disagree.","NULL","","","",NA,NA,"","","","","","","cb","1","none"
"17",1587059519,"f3264d1b6895e4a5efc13afe428a28ef","DashedSentence",4,0,"Train","NULL","Historians think that George Washington was a US president.","","","",NA,"","","","","","","","",NA,NA,"","","","","","","cb","1","none"
"18",1587059519,"f3264d1b6895e4a5efc13afe428a28ef","PennController",4,1,"Train","NULL","PennController","6","_Trial_","Start",1587059429180," 19663","train_think_T","Historians think that George Washington was a US president.","Since this statement is <strong>correct</strong>%2C you should press <strong>F</strong> on the keyboard to agree.","NULL","","","",NA,NA,"","","","","","","cb","1","none"
"19",1587059519,"f3264d1b6895e4a5efc13afe428a28ef","PennController",4,1,"Train","NULL","Text","Since this statement is <strong>correct</strong>%2C you should press <strong>F</strong> on the keyboard to agree.","Print",NA,1587059429187," 19663","train_think_T","Historians think that George Washington was a US president.","Since this statement is <strong>correct</strong>%2C you should press <strong>F</strong> on the keyboard to agree.","NULL","","","",NA,NA,"","","","","","","cb","1","none"
"20",1587059519,"f3264d1b6895e4a5efc13afe428a28ef","PennController",4,1,"Train","NULL","Selector","unnamed-Selector","Selection","Agree",1587059429951," 19663","train_think_T","Historians think that George Washington was a US president.","Since this statement is <strong>correct</strong>%2C you should press <strong>F</strong> on the keyboard to agree.","NULL","","","",NA,NA,"","","","","","","cb","1","none"
"21",1587059519,"f3264d1b6895e4a5efc13afe428a28ef","PennController",4,1,"Train","NULL","PennController","6","_Trial_","End",1587059429953," 19663","train_think_T","Historians think that George Washington was a US president.","Since this statement is <strong>correct</strong>%2C you should press <strong>F</strong> on the keyboard to agree.","NULL","","","",NA,NA,"","","","","","","cb","1","none"
"22",1587059519,"f3264d1b6895e4a5efc13afe428a28ef","DashedSentence",5,0,"Train","NULL","Geographers think that Spain is in Africa.","","","",NA,"","","","","","","","",NA,NA,"","","","","","","cb","1","none"
"23",1587059519,"f3264d1b6895e4a5efc13afe428a28ef","PennController",5,1,"Train","NULL","PennController","7","_Trial_","Start",1587059432325," 19663","train_think_F","Geographers think that Spain is in Africa.","Since this statement is <strong>incorrect</strong>%2C you should press <strong>J</strong> on the keyboard to disagree.","NULL","","","",NA,NA,"","","","","","","cb","1","none"
"24",1587059519,"f3264d1b6895e4a5efc13afe428a28ef","PennController",5,1,"Train","NULL","Text","Since this statement is <strong>incorrect</strong>%2C you should press <strong>J</strong> on the keyboard to disagree.","Print",NA,1587059432329," 19663","train_think_F","Geographers think that Spain is in Africa.","Since this statement is <strong>incorrect</strong>%2C you should press <strong>J</strong> on the keyboard to disagree.","NULL","","","",NA,NA,"","","","","","","cb","1","none"
"25",1587059519,"f3264d1b6895e4a5efc13afe428a28ef","PennController",5,1,"Train","NULL","Selector","unnamed-Selector","Selection","Agree",1587059434186," 19663","train_think_F","Geographers think that Spain is in Africa.","Since this statement is <strong>incorrect</strong>%2C you should press <strong>J</strong> on the keyboard to disagree.","NULL","","","",NA,NA,"","","","","","","cb","1","none"
"26",1587059519,"f3264d1b6895e4a5efc13afe428a28ef","PennController",5,1,"Train","NULL","PennController","7","_Trial_","End",1587059434188," 19663","train_think_F","Geographers think that Spain is in Africa.","Since this statement is <strong>incorrect</strong>%2C you should press <strong>J</strong> on the keyboard to disagree.","NULL","","","",NA,NA,"","","","","","","cb","1","none"
"27",1587059519,"f3264d1b6895e4a5efc13afe428a28ef","PennController",6,0,"end_train","NULL","PennController","2","_Trial_","Start",1587059434192,"NULL","","","","","","","",NA,NA,"","","","","","","cb","1","none"
"28",1587059519,"f3264d1b6895e4a5efc13afe428a28ef","PennController",6,0,"end_train","NULL","PennController","2","_Trial_","End",1587059436511,"NULL","","","","","","","",NA,NA,"","","","","","","cb","1","none"
"29",1587059519,"f3264d1b6895e4a5efc13afe428a28ef","DashedSentence",36,0,"test","NULL","Babies don't know that bees are fishes","","","",NA,"","","","","","","","",NA,NA,"","","","","","","cb","1","none"
"30",1587059519,"f3264d1b6895e4a5efc13afe428a28ef","PennController",36,1,"test","NULL","PennController","37","_Trial_","Start",1587059438883," 19663","CB","6","Mismatching","Babies don't know that","Token","Category","T5",1,0,"novice","bees","insects","fishes","A","NULL","cb","1","none"
"31",1587059519,"f3264d1b6895e4a5efc13afe428a28ef","PennController",36,1,"test","NULL","Selector","unnamed-Selector","Selection","Agree",1587059440462," 19663","CB","6","Mismatching","Babies don't know that","Token","Category","T5",1,0,"novice","bees","insects","fishes","A","NULL","cb","1","none"
"32",1587059519,"f3264d1b6895e4a5efc13afe428a28ef","PennController",36,1,"test","NULL","PennController","37","_Trial_","End",1587059440464," 19663","CB","6","Mismatching","Babies don't know that","Token","Category","T5",1,0,"novice","bees","insects","fishes","A","NULL","cb","1","none"
"33",1587059519,"f3264d1b6895e4a5efc13afe428a28ef","DashedSentence",37,0,"test","NULL","Zoologists don't say that parrots are reptiles","","","",NA,"","","","","","","","",NA,NA,"","","","","","","cb","1","none"
"34",1587059519,"f3264d1b6895e4a5efc13afe428a28ef","PennController",37,1,"test","NULL","PennController","38","_Trial_","Start",1587059442835," 19663","CB","7","Mismatching","Zoologists don't say that","Token","Category","T7",1,0,"expert","parrots","birds","reptiles","A","NULL","cb","1","none"
"35",1587059519,"f3264d1b6895e4a5efc13afe428a28ef","PennController",37,1,"test","NULL","Selector","unnamed-Selector","Selection","Agree",1587059444697," 19663","CB","7","Mismatching","Zoologists don't say that","Token","Category","T7",1,0,"expert","parrots","birds","reptiles","A","NULL","cb","1","none"
"36",1587059519,"f3264d1b6895e4a5efc13afe428a28ef","PennController",37,1,"test","NULL","PennController","38","_Trial_","End",1587059444698," 19663","CB","7","Mismatching","Zoologists don't say that","Token","Category","T7",1,0,"expert","parrots","birds","reptiles","A","NULL","cb","1","none"
"37",1587059519,"f3264d1b6895e4a5efc13afe428a28ef","DashedSentence",32,0,"test","NULL","Zoologists don't know that ticks are fishes","","","",NA,"","","","","","","","",NA,NA,"","","","","","","cb","1","none"
"38",1587059519,"f3264d1b6895e4a5efc13afe428a28ef","PennController",32,1,"test","NULL","PennController","33","_Trial_","Start",1587059447073," 19663","CB","4","Mismatching","Zoologists don't know that","Token","Category","T1",1,0,"expert","ticks","insects","fishes","A","NULL","cb","1","none"
"39",1587059519,"f3264d1b6895e4a5efc13afe428a28ef","PennController",32,1,"test","NULL","Selector","unnamed-Selector","Selection","Disagree",1587059448984," 19663","CB","4","Mismatching","Zoologists don't know that","Token","Category","T1",1,0,"expert","ticks","insects","fishes","A","NULL","cb","1","none"
"40",1587059519,"f3264d1b6895e4a5efc13afe428a28ef","PennController",32,1,"test","NULL","PennController","33","_Trial_","End",1587059448985," 19663","CB","4","Mismatching","Zoologists don't know that","Token","Category","T1",1,0,"expert","ticks","insects","fishes","A","NULL","cb","1","none"
"41",1587059519,"f3264d1b6895e4a5efc13afe428a28ef","DashedSentence",27,0,"test","NULL","Zoologists know that tunas are birds","","","",NA,"","","","","","","","",NA,NA,"","","","","","","cb","1","none"
"42",1587059519,"f3264d1b6895e4a5efc13afe428a28ef","PennController",27,1,"test","NULL","PennController","28","_Trial_","Start",1587059451003," 19663","CB","2","Mismatching","Zoologists know that","Token","Category","T2",0,0,"expert","tunas","fishes","birds","A","NULL","cb","1","none"
"43",1587059519,"f3264d1b6895e4a5efc13afe428a28ef","PennController",27,1,"test","NULL","Selector","unnamed-Selector","Selection","Disagree",1587059452027," 19663","CB","2","Mismatching","Zoologists know that","Token","Category","T2",0,0,"expert","tunas","fishes","birds","A","NULL","cb","1","none"
"44",1587059519,"f3264d1b6895e4a5efc13afe428a28ef","PennController",27,1,"test","NULL","PennController","28","_Trial_","End",1587059452029," 19663","CB","2","Mismatching","Zoologists know that","Token","Category","T2",0,0,"expert","tunas","fishes","birds","A","NULL","cb","1","none"
"45",1587059519,"f3264d1b6895e4a5efc13afe428a28ef","DashedSentence",41,0,"test","NULL","Babies say that vultures are birds","","","",NA,"","","","","","","","",NA,NA,"","","","","","","cb","1","none"
